compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V20,Rationale V20,metabolic_stability_estimate,potential_toxic_fragments,P1 Prob V20,P1 Rationale V20,P2 Prob V20,P2 Rationale V20,P3 Prob V20,P3 Rationale V20,TCSP V20
Carbidopa,,Hydrazine decarboxylase inhibitor,Aromatic L-amino acid decarboxylase (peripheral inhibition),Parkinson disease,Approved,1975,,,approved,CNS,,approved_control,Approved controls (success),C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,TZFNLOMSOLWIDK-JTQLQIEISA-N,34359,OK,1975.0,88,"This structure is a catalog of medicinal chemistry 'Don'ts' for a modern NCE. It features a primary hydrazine moiety attached to a quaternary center—a severe structural alert associated with mutagenicity, mechanism-based inhibition (suicide inhibition), and idiosyncratic toxicity. Coupled with a catechol core, the molecule is a 'metabolic sponge' destined for rapid clearance via COMT methylation and conjugation, alongside a high risk of bioactivation to toxic ortho-quinones (redox cycling). The physicochemical profile is extremely polar and zwitterionic, precluding passive membrane permeability and necessitating active transport, which is a high-risk strategy. While the hydrazine suggests potent enzyme inhibition, the safety liabilities render it a 'Hard Kill' candidate in a standard screening funnel. Tox Summary: Not Clean.",Low,"Hydrazine moiety (Mutagenicity/MBI), Catechol (Quinone formation/Redox cycling)",0.2,Hard Kill Alert: Hydrazine functionality triggers an automatic safety cap due to high risks of genotoxicity and reactive metabolite formation.,0.15,"Poor PK predicted: The catechol guarantees rapid metabolic clearance, and the zwitterionic nature prevents passive absorption, leading to likely bioavailability failure.",0.05,Chronic safety risk is critical; long-term exposure to hydrazine-containing molecules is historically linked to carcinogenicity and autoimmune reactions.,0.0015
Benserazide,,DOPA decarboxylase inhibitor,Aromatic L-amino acid decarboxylase (peripheral inhibition),Parkinson disease,Approved,1979 (Japan),,,approved,CNS,,approved_control,Approved controls (success),C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O,BNQDCRGUHNALGH-UHFFFAOYSA-N,2327,OK,1979.0,92,"This molecule is a catalogue of structural alerts and developability nightmares. It combines a hydrazine linker—a notorious toxicophore associated with mutagenicity, idiosyncratic toxicity, and mechanism-based inhibition—with a pyrogallol (1,2,3-trihydroxybenzene) moiety. The pyrogallol group is a 'hard kill' for modern lead selection due to its extreme susceptibility to redox cycling, generating reactive ortho-quinones (Michael acceptors) that cause protein adduction, oxidative stress, and assay interference (PAINS). Physically, the molecule is a 'polar brick': with a TPSA approaching 150 Å² and 8 hydrogen bond donors, passive membrane permeability will be non-existent, restricting it to paracellular routes or requiring specific active transport. The combination of high chemical instability (oxidation), rapid Phase II metabolic clearance (sulfation/glucuronidation of phenols), and inherent toxicity risks makes this an unacceptable starting point for a general medicinal chemistry campaign. Tox Summary: Not Clean.",Low,"Hydrazine linker (mutagenic/MBI), Pyrogallol/Catechol (Redox cycling/Quinone formation), Primary aliphatic amine (metabolic handle)",0.2,High risk of adverse events due to reactive metabolites (quinones) and hydrazine-related toxicity. PK likely to be erratic with short half-life.,0.1,"Efficacy would require a highly specific mechanism (e.g., suicide inhibition) and active transport; otherwise, poor exposure and rapid clearance will lead to failure.",0.05,Chronic dosing of a hydrazine-pyrogallol derivative carries unacceptable risks of DILI and immunotoxicity.,0.15
Pramipexole,,Dopamine D2/D3 agonist,D3 receptor (higher affinity) and D2 receptor,Parkinson disease,Approved,1997,,,approved,CNS,,approved_control,Approved controls (success),CCCN[C@H]1CCC2=C(C1)SC(=N2)N,FASDKYOPVNHBLU-ZETCQYMHSA-N,119570,OK,1997.0,15,"This molecule is a masterclass in CNS physicochemical design, achieving 'Elite' status through extreme ligand efficiency. With a MW ~211 and cLogP < 2, it completely avoids the 'Grease Tax', ensuring excellent solubility and blood-brain barrier penetration (CNS MPO score is near perfect). The tetrahydrobenzothiazole core provides a rigid, sp3-rich scaffold that minimizes entropic penalties upon binding. The secondary basic amine facilitates lysosomal trapping and favorable volume of distribution, likely driving renal elimination. The primary structural liability is the 2-aminothiazole moiety, which carries a 'Yellow Flag' for potential mutagenicity (Ames) and bioactivation, as well as being a substrate for polymorphic N-acetyltransferases (NAT), which could introduce PK variability. However, the lack of lipophilic bulk renders hERG risk negligible. If potency is nanomolar, LipE is exceptional. Tox Summary: Clean, pending Ames clearance.",High,2-aminothiazole (Genotoxicity alert/NAT substrate),0.85,Superior physicochemical properties minimize off-target lipophilic binding and maximize bioavailability. Main risk is CNS-mediated tolerability rather than intrinsic chemotoxicity.,0.55,High free fraction and brain penetration guarantee target engagement. The molecule is a 'heat-seeking missile' for its receptor.,0.35,Low molecular weight and lack of metabolic 'soft spots' (other than the amine) suggest a robust safety profile suitable for chronic dosing.,0.16
Ropinirole,,Dopamine D2 agonist,D2 receptor and D3 receptor,Parkinson disease,Approved,1997,,,approved,CNS,,approved_control,Approved controls (success),CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,UHSKFQJFRQCDBE-UHFFFAOYSA-N,5095,OK,1997.0,65,"The molecule is a CNS-focused oxindole derivative with 'Goldilocks' physicochemical properties (MW ~274, cLogP ~3.0, TPSA ~32), ensuring excellent blood-brain barrier penetration. However, the structure contains a critical medicinal chemistry flaw: the 3-carbon (propyl) linker connecting the basic nitrogen to the aromatic core. In the design of biogenic amine mimetics (which this scaffold strongly resembles), extending the linker from the canonical ethyl (2-carbon) to propyl typically collapses potency at orthosteric sites while increasing lipophilicity and rotational freedom. This specific topology (Basic Amine—C3 Spacer—Aromatic Ring) aligns dangerously well with the hERG pharmacophore, significantly elevating cardiac safety risk compared to the ethyl analogue. Furthermore, the dipropylamino tail is a metabolic 'soft spot' prone to rapid CYP-mediated N-dealkylation. This represents a 'homologation error'—physically developable, but pharmacologically compromised. Tox Summary: Clean structural alerts, but high hERG/Off-target risk.",Low,None (Clean Scaffold),0.7,"Physicochemical properties favor safety and exposure, but hERG liability (due to linker length and basicity) is a significant Phase 1 hurdle.",0.1,High risk of efficacy failure. The propyl linker likely disrupts the precise distance required for high-affinity binding to aminergic GPCR targets.,0.05,Commercial viability is minimal due to likely inferiority to existing ethyl-linked analogues and potential cardiac noise.,0.06
Sumatriptan,,5-HT1B/1D agonist,5-HT1B and 5-HT$D receptors,Migraine,Approved,1992,,,approved,CNS,,approved_control,Approved controls (success),CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,KQKPFRSPSRPDEB-UHFFFAOYSA-N,5358,OK,1992.0,42,"This molecule represents a 'First Generation' CNS lead built on a privileged tryptamine scaffold. While the Molecular Weight (<300) and Ligand Efficiency are likely elite, the physicochemical profile is chemically unoptimized for oral delivery or brain penetration. The cLogP (~0.9) is significantly below the CNS Goldilocks zone (2.0-4.5), and when combined with a highly basic center (pKa ~9.5), this predicts poor passive permeability and low oral bioavailability (BCS Class III). Critically, the N,N-dimethylaminoethyl tail is a canonical 'soft spot' for Monoamine Oxidase A (MAO-A), guaranteeing rapid first-pass metabolism and a short half-life. While the sulfonamide handle provides a robust polar interaction vector, the molecule requires medicinal chemistry optimization—specifically steric protection of the basic amine or rigidification—to solve the MAO liability and improve LipE. Tox Summary: Clean, but kinetically flawed.",Low,None (Clean),0.85,Structure is chemically benign with no obvious toxicophores or suicide inhibitors. hERG risk is mitigated by low lipophilicity.,0.4,"Target engagement is highly probable given the privileged scaffold, but attrition risk is high due to poor PK (low permeability + rapid MAO clearance).",0.2,Commercial viability is limited by likely poor oral bioavailability and short duration of action compared to potential 'Second Gen' analogs.,0.068
Rizatriptan,,5-HT1B/1D agonist,5-HT1B and 5-HT$D receptors,Migraine,Approved,1998,,,approved,CNS,,approved_control,Approved controls (success),CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,ULFRLSNUDGIQQP-UHFFFAOYSA-N,5078,OK,1998.0,78,"This molecule presents a deceptive profile: while the fundamental physicochemical properties (MW ~297, cLogP ~1.8, TPSA ~55) are theoretically elite for CNS penetration, the structure contains a fatal medicinal chemistry flaw. The extension of the linker between the basic nitrogen and the indole core to a propyl chain (3 carbons) triggers a high-confidence 'Hard Kill' alert for hERG inhibition. This specific motif (Basic Center + 3-Methylene Spacer + Hydrophobic Aromatic Cluster) is a classic driver of QT prolongation, as it allows the amine to access the pore's inner binding site while the aromatic tail engages in pi-stacking. Furthermore, in the context of indole-based GPCR ligands, deviating from the canonical ethyl spacer typically results in a catastrophic loss of potency due to pharmacophore mismatch, leading to poor LipE despite the low MW. The molecule effectively trades potency for toxicity. Tox Summary: Not Clean (High hERG Liability).",Medium,Basic amine-propyl-aromatic motif (hERG Pharmacophore),0.2,Capped at 20% due to 'Hard Kill' hERG pharmacophore alert. The flexible propyl linker significantly increases the probability of off-target cardiac ion channel blockade.,0.1,"The propyl linker is likely to disrupt the optimal binding mode for aminergic GPCRs (which prefer ethyl), leading to weak target engagement and clinical efficacy failure.",0.05,Commercial viability is near zero due to the combination of likely low efficacy and established cardiac safety risks in this structural class.,0.001
Zolmitriptan,,5-HT1B/1D agonist,5-HT1B and 5-HT$D receptors,Migraine,Approved,1997,,,approved,CNS,,approved_control,Approved controls (success),CN(C)CCC1=CNC2=C1C=C(C=C2)C[C@H]3COC(=O)N3,ULSDMUVEXKOYBU-ZDUSSCGKSA-N,60857,OK,1997.0,28,"This molecule is a masterclass in 'Lead-like' vs 'Drug-like' design, exhibiting near-perfect CNS physicochemical properties (MW < 300, cLogP < 2.0, TPSA ~50). The scaffold utilizes a privileged indole-ethylamine motif, guaranteeing potency against serotonergic targets but incurring a 'Selectivity Tax' due to the ubiquity of this pharmacophore across the GPCR kinome. The incorporation of the oxazolidinone ring is a sophisticated tactic: it introduces polarity and specific vectors to drive selectivity and LipE without adding 'grease' (lipophilicity). The primary liabilities are metabolic rather than toxicological; the N,N-dimethylamine tail is a prime substrate for MAO-A and CYP-mediated N-demethylation, suggesting a short half-life that may necessitate frequent dosing. While the basic amine coupled with an aromatic core triggers a theoretical hERG alert, the extremely low cLogP provides a robust safety margin against channel trapping. Tox Summary: Clean.",Medium,None (Clean structure; MAO substrate liability),0.85,pristine structural hygiene with no 'hard kill' alerts; low lipophilicity minimizes off-target toxicity risks.,0.6,"High potency expected, but short half-life/rapid clearance (MAO/CYP) could compromise efficacy or require high pill burden.",0.4,Commercial viability limited by crowded serotonergic landscape and potential class-wide cardiovascular safety signals (vasoconstriction).,0.204
Naratriptan,,5-HT1B/1D agonist,5-HT1B and 5-HT$D receptors,Migraine,Approved,1998,,,approved,CNS,,approved_control,Approved controls (success),CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,AMKVXSZCKVJAGH-UHFFFAOYSA-N,4440,OK,1998.0,18,"This molecule is a masterclass in CNS physicochemical property design ('The Golden Triangle'). With a MW ~335 and low cLogP, it avoids the 'Grease Tax' entirely, promising excellent solubility and unbound brain fraction. The rigidification of the basic amine into a piperidine ring (attached directly to the indole) is a superior design choice over flexible tryptamine chains, reducing entropic penalty upon binding and potentially improving selectivity. The N-methyl sulfonamide tail provides a critical polarity anchor, keeping the LogD in the optimal range for CNS penetration without phospholipidosis risk. 

However, the indole-piperidine motif is a 'Privileged Structure'—a polite term for 'Promiscuous.' This scaffold is a skeleton key for the entire aminergic GPCR family (Serotonin, Dopamine, Adrenergic). The primary development hurdles will not be bioavailability, but rather selectivity (specifically avoiding 5-HT2B mediated valvulopathy) and hERG inhibition, as the molecule retains the classic 'Basic Amine + Aromatic Core' pharmacophore. N-demethylation at the piperidine and sulfonamide will likely drive clearance. A chemically elite candidate that lives or dies by its off-target safety panel. Tox Summary: Clean (Watch hERG/5-HT2B).",Medium,None (Risk of 5-HT2B agonism inherent to scaffold),0.85,"Pristine physicochemical properties and lack of structural alerts (MBI/reactive groups) suggest a smooth path through safety pharmacology, barring unexpected hERG potency.",0.55,"High potency is expected, but the 'dirty' nature of the scaffold requires careful dosing to avoid CNS/CVS side effects driven by off-target aminergic engagement.",0.35,"Commercial viability depends on differentiation. While the molecule is drug-like, the space for indole-based CNS agents is crowded, requiring a distinct clinical profile.",0.16
Zolpidem,,Z-drug (GABA-A modulator),GABA_A receptor (_1_-subunit selective PAM),Insomnia,Approved,1992,,,approved,CNS,,approved_control,Approved controls (success),CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,ZAFYATHCZYHLPB-UHFFFAOYSA-N,5732,OK,1992.0,12,"This molecule is a masterclass in CNS physicochemical property design. With a MW ~307, cLogP ~3.0, and TPSA ~35, it sits squarely in the 'Goldilocks Zone' for blood-brain barrier penetration. The imidazo[1,2-a]pyridine core is a privileged scaffold, offering a rigid vector for substituent display without excessive lipophilicity. The absence of Hydrogen Bond Donors (HBD=0) further facilitates CNS uptake. The primary developability liability is metabolic stability: the exposed benzylic methyl groups (particularly on the phenyl ring) and the N-methyls are prime targets for rapid CYP-mediated oxidation (likely CYP3A4), suggesting a short half-life. While this 'hit-and-run' PK profile is ideal for specific indications (e.g., acute modulation), it poses a challenge for indications requiring sustained coverage without high Cmax/Cmin ratios. Chemically, it is robust, synthetically accessible, and devoid of 'hard kill' toxicophores. Tox Summary: Clean.",Low,"None identified (Benzylic methyls present metabolic soft spots, not tox alerts).",0.85,"Excellent drug-like properties, low MW, and lack of structural alerts suggest a clean safety profile in early escalation.",0.6,High probability of target engagement in the CNS. The main risk is whether the likely short half-life matches the therapeutic indication.,0.4,"Commercial viability is high, provided the PK profile aligns with the clinical need. Safety attrition risk is low.",0.92
Warfarin,,Vitamin K antagonist,Vitamin K epoxide reductase complex subunit 1 (VKORC1),Anticoagulation,Approved,1954,,,approved,Cardiovascular,,approved_control,Approved controls (success),CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,PJVWKTKQMONHTI-UHFFFAOYSA-N,54678486,OK,1954.0,35,"Physicochemically, this is a 'Goldilocks' molecule. With a MW ~308 and cLogP ~2.7, it sits perfectly in the sweet spot for oral bioavailability and CNS penetration (though likely restricted by high PPB). The 4-hydroxycoumarin core provides an acidic enol (pKa ~5), serving as a built-in solubility handle without the hERG liability of a basic amine. However, the structure is presented as a racemate at the benzylic position—lazy chemistry that guarantees a 50% 'impurity' burden or complex PK/PD disconnects in the clinic. Structurally, this scaffold is a privileged pharmacophore for Vitamin K antagonism; if anticoagulation is not the intended mechanism, this is a 'Hard Kill' due to catastrophic bleeding risk. The lipophilic anionic character guarantees >98% protein binding, creating a minefield for drug-drug interactions (displacement) and restricted volume of distribution. Tox Summary: Clean chemically, but pharmacologically hazardous if off-target.",Medium,"4-hydroxycoumarin scaffold (Mechanism-Based Bleeding Liability), Benzylic chiral center (Racemate risk)",0.85,"Excellent physicochemical properties suggest high bioavailability and low acute toxicity, provided the dosing doesn't trigger immediate coagulopathy.",0.45,"Efficacy is likely high due to Ligand Efficiency, but the Narrow Therapeutic Index (inherent to this scaffold's mechanism) and need for enantioseparation create significant attrition risk.",0.25,"Commercial viability is threatened by the burden of monitoring (INR equivalent), drug-drug interactions (CYP + PPB), and the existence of safer alternatives in the class.",0.35
Amlodipine,,Calcium channel blocker,L-type voltage-gated calcium channels,Hypertension,Approved,1987,,,approved,Cardiovascular,,approved_control,Approved controls (success),CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,HTIQEAQVCYTUBX-UHFFFAOYSA-N,2162,OK,1987.0,12,"This structure is a textbook example of 'rescue medicinal chemistry' applied to a privileged but problematic scaffold. The core is a 1,4-dihydropyridine (DHP), a validated pharmacophore for voltage-gated ion channels, but historically plagued by poor solubility and rapid first-pass metabolism. This design brilliantly incorporates a primary amino-ethoxy side chain. This basic center (pKa ~9) transforms the molecule from a lipophilic brick into a developable candidate by enabling salt formation and significantly improving solubility. Furthermore, the ionization likely drives a high Volume of Distribution (Vd), potentially shielding the metabolically labile DHP ring from rapid hepatic aromatization (CYP3A4 oxidation). The ortho-chloro substitution on the phenyl ring is a critical steric lock, forcing the active puckered conformation. While the diester functionality presents a hydrolysis risk, the steric bulk usually mitigates this. The molecule hits the 'Goldilocks' zone for CNS MPO properties, though its primary target is likely peripheral. It is a highly optimized, high-LipE entity. Tox Summary: Clean.",Medium,"None (DHP aromatization is a clearance route, not a tox trigger)",0.85,"Clean structural alerts. High solubility reduces formulation risks. Primary risk is mechanism-based hypotension (exaggerated pharmacology), not off-target toxicity.",0.6,The scaffold is highly validated. The physicochemical optimization suggests excellent PK/PD correlation. Efficacy probability is well above baseline.,0.45,"Commercial viability is high due to the optimized half-life potential (via Vd) and oral bioavailability, distinguishing it from short-acting predecessors.",0.23
Nifedipine,,Calcium channel blocker,L-type voltage-gated calcium channels,Hypertension,Approved,1981,,,approved,Cardiovascular,,approved_control,Approved controls (success),CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,HYIMSNHJOBLJNT-UHFFFAOYSA-N,4485,OK,1981.0,38,"This structure is a classic 1,4-dihydropyridine (DHP) scaffold, likely designed as a calcium channel blocker. While the physicochemical properties are seductive (MW ~346, cLogP ~2.2), the structural choices are archaic and fraught with liability. 

1. **The Nitro Group**: In modern medicinal chemistry, placing a nitro group on an aromatic ring is a desperate move. It carries significant genotoxicity risks (Ames liability) and potential for reductive metabolism to toxic hydroxylamines or anilines. Why not a -CF3 or -Cl? 

2. **Metabolic Instability**: The bis-methyl esters are 'metabolic popcorn' for carboxylesterases. Expect rapid hydrolysis to the mono-acid, killing potency and limiting half-life. Furthermore, the DHP core is inherently unstable; it yearns to aromatize to the pyridine form (driven by CYP3A4 or even light exposure), which usually ablates activity. This molecule requires amber glass and careful handling, not just a pill bottle.

3. **Physchem**: The numbers are the only saving grace. It sits perfectly in the Goldilocks zone for permeability. However, the TPSA (~110) is borderline for CNS, suggesting this is a peripheral player. 

**Tox Summary**: Not Clean. Nitroaromatic moiety and potential for reactive metabolites during DHP aromatization.",Low,"Nitroaromatic group (Genotox/Reductive stress), 1,4-Dihydropyridine core (Oxidative aromatization), Methyl esters (Rapid hydrolysis)",0.65,"Physchem properties favor good absorption, but the nitro group triggers immediate Ames/genotox scrutiny. If it clears Ames, the hemodynamic effects (vasodilation) of this scaffold are predictable but dose-limiting.",0.4,"Efficacy is likely high if the target is CaV1.2, but the short half-life (due to ester hydrolysis and aromatization) will likely require multiple daily doses or an advanced formulation, complicating the TPP.",0.15,"Chronic safety concerns regarding the nitro group and competitive landscape (better, more stable DHPs exist) make commercial viability low for this specific analog.",0.039
Losartan,,ARB,Angiotensin II type 1 (AT1) receptor,Hypertension,Approved,1995,,,approved,Cardiovascular,,approved_control,Approved controls (success),CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,3961,OK,1995.0,26,"This molecule exhibits a classic 'privileged' GPCR antagonist architecture (Biphenyl-Tetrazole-Imidazole), but suffers from 'Grease Creep'. The n-pentyl tail pushes the cLogP unnecessarily high; a shorter alkyl chain (propyl/butyl) would likely maintain potency while improving LipE. The primary allylic alcohol on the imidazole is a metabolic 'soft spot' destined for rapid oxidation to the carboxylic acid by ADH/ALDH. If the acid is the active pharmacophore, this should be designed as such to avoid pharmacokinetic variability. The tetrazole moiety is an excellent bioisostere, providing anionic character at physiological pH to mitigate hERG risk and improve solubility, but the overall molecule is drifting towards a 'brick-like' lipophilicity profile. Tox Summary: Clean.",Low,"None (Primary alcohol presents metabolic instability, not toxicity)",0.85,High probability of safety. The anionic tetrazole effectively neutralizes hERG risk (repels the pore). No structural alerts for mutagenicity or reactive metabolites.,0.55,"Moderate risk due to PK variability. The rapid oxidation of the hydroxymethyl group will lead to a short half-life for the parent, making efficacy dependent on the activity of the metabolite.",0.4,"Commercial viability is strong if the dosing regimen is manageable, but the metabolic liability might force twice-daily dosing or high pill burdens compared to more stable competitors.",0.8
Valsartan,,ARB,Angiotensin II type 1 (AT1) receptor,Hypertension,Approved,1996,,,approved,Cardiovascular,,approved_control,Approved controls (success),CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O,ACWBQPMHZXGDFX-QFIPXVFZSA-N,60846,OK,1996.0,32,"The molecule presents a classic biphenyl-tetrazole scaffold, a privileged motif for GPCR antagonism (specifically Class A), linked to a peptidomimetic N-acylated valine core. While the scaffold is robust, the physicochemical profile is suboptimal. The molecule carries a 'Grease Tax' liability via the n-pentyl chain—a flexible, lipophilic appendage that invites metabolic omega-oxidation and adds unnecessary rotatable bonds (Total RotBonds > 8), resulting in a high entropic penalty for binding. Critically, the presence of two acidic centers (tetrazole pKa ~4.5, carboxylate pKa ~3.5) creates a dianionic species at physiological pH. While this ensures solubility, it severely compromises passive permeability, likely limiting oral bioavailability to <30% and necessitating high dosing or transporter reliance (OATP). The steric bulk around the carboxylic acid mitigates but does not eliminate the risk of acyl-glucuronide formation, a known DILI vector. Tox Summary: Clean hERG (Anionic protection), but Developability is hampered by permeability/solubility mismatch.",Medium,"Carboxylic acid (Acyl-glucuronide reactive metabolite risk), n-Pentyl chain (Metabolic soft spot), Tetrazole (Process safety/Azide chemistry origin)",0.85,Excellent safety profile for Phase 1. The anionic nature at pH 7.4 effectively precludes hERG channel blockade. No structural alerts for mutagenicity or suicide inhibition (MBI).,0.4,"Significant attrition risk due to PK/ADME. The dual ionization creates a 'permeability cliff,' likely resulting in low and variable oral exposure (F%). Efficacy will struggle against inter-patient variability.",0.65,"If the PK hurdle is cleared, the scaffold is historically safe for chronic dosing. The primary late-stage risk is idiosyncratic hepatotoxicity linked to high-dose acyl-glucuronide burden.",0.72
Telmisartan,,ARB,Angiotensin II type 1 (AT1) receptor,Hypertension,Approved,1998,,,approved,Cardiovascular,,approved_control,Approved controls (success),CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,RMMXLENWKUUMAY-UHFFFAOYSA-N,65999,OK,1998.0,72,"This molecule is a textbook example of 'Molecular Obesity'. While the biphenyl-carboxylic acid motif is a validated privileged structure for GPCRs (likely Angiotensin), the rest of the chassis is a lipophilic disaster. You have stitched together two benzimidazole cores and a biphenyl system, pushing the MW over 500 and the cLogP into the stratosphere (likely > 7.0). This is a 'Brick' (MW > 500, TPSA < 90). The extreme lipophilicity will drive high plasma protein binding (>99%), high volume of distribution, and significant liver accumulation, triggering a 'Rule of Two' alert for DILI. The carboxylic acid is the only saving grace, providing a solubility handle and likely mitigating hERG risk via electrostatic repulsion, but it also introduces the risk of reactive acyl glucuronide formation. In a lead optimization meeting, I would demand the excision of one benzimidazole ring to restore LipE and physicochemical sanity. Tox Summary: Not Clean (DILI/Glucuronide risk).",Low,"Biphenyl-2-carboxylic acid (Acyl Glucuronide formation), Poly-aromatic core (AhR induction/CYP interaction), High cLogP (BSEP inhibition/DILI)",0.65,"The anionic nature at physiological pH reduces hERG risk, but the extreme lipophilicity creates risks for nonlinear PK and solubility-limited absorption.",0.3,Efficacy may be hampered by high protein binding and poor free fraction. The 'Brick' nature suggests formulation difficulties.,0.1,Commercial viability is threatened by the high probability of idiosyncratic liver toxicity (DILI) due to the combination of high dose (needed for low free fraction) and high lipophilicity.,0.08
Lisinopril,,ACE inhibitor,Angiotensin-converting enzyme (ACE),Hypertension,Approved,1987,,,approved,Cardiovascular,,approved_control,Approved controls (success),C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,RLAWWYSOJDYHDC-BZSNNMDCSA-N,5362119,OK,1987.0,15,"This molecule is a masterclass in 'Anti-Grease' medicinal chemistry. You have constructed a highly polar, zwitterionic peptidomimetic that eschews lipophilicity entirely. 

1. **Physicochemical Profile**: The cLogP is likely negative, and TPSA is well over 120 Å². This is a 'Polar Brick'. Passive permeability will be effectively zero. The molecule is entirely dependent on active transport mechanisms (likely PEPT1/2) for oral absorption. If it misses those transporters, it is gut-restricted.
2. **Potency & Efficiency**: Because the lipophilicity is so low, any observed potency is driven by pure enthalpy (H-bonds, salt bridges). This yields an astronomical LipE. This is the definition of 'Quality Affinity'.
3. **Developability**: The high rotatable bond count (>10) creates an entropic penalty ('The Balloon'), but the lack of aromatic complexity minimizes non-specific binding. 
4. **Safety**: This is the strongest asset. The structure lacks all major toxicophores. It is too polar for hERG channel inhibition, too hydrophilic for DILI (Rule of Two is negative), and contains no metabolic alerts. It will likely be excreted renally unchanged, bypassing the liver entirely.

**Tox Summary**: Clean. A safety toxicologist's dream, but a formulation chemist's challenge.",High,None identified (Clean),0.92,Exceptional safety profile. Hydrophilicity precludes off-target promiscuity and hERG risk. Renal clearance minimizes DILI potential.,0.65,Efficacy is high if the target is extracellular or accessible via transporters. The main risk is oral bioavailability (F%) due to high TPSA/Charge.,0.45,"If PK hurdles are cleared, this profile supports chronic dosing with minimal idiosyncratic toxicity risks.",0.95
Enalapril,,ACE inhibitor,Angiotensin-converting enzyme (ACE),Hypertension,Approved,1985,,,approved,Cardiovascular,,approved_control,Approved controls (success),CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O,GBXSMTUPTTWBMN-XIRDDKMYSA-N,5388962,OK,1985.0,24,"The molecule is a textbook peptidomimetic ester prodrug, clearly designed to target the PEPT1 transporter for oral absorption before hydrolyzing to its active zwitterionic diacid form. The physicochemical profile is robust: MW < 450 and cLogP in the 'Goldilocks' zone (2.0-3.0) suggest excellent drug-likeness. However, the structure carries a heavy 'Stereo-Tax' with three chiral centers, demanding a high-fidelity asymmetric synthesis to avoid isomeric impurities. The hydrophobic side chain (phenylpropyl) introduces significant rotatable bond flexibility (entropic penalty) compared to more rigid analogs. While the secondary amine creates a basic center, the flanking electron-withdrawing ester and the distal carboxylic acid (zwitterionic at pH 7.4) likely mitigate hERG liability. The primary critique is the 'Grease Tax': the propyl-phenyl linker adds lipophilicity compared to the standard phenethyl motif; unless this reaches a deep hydrophobic pocket, it is merely adding metabolic liability without potency gain. Overall, a highly developable, safe, but structurally derivative scaffold.",Medium,None (Clean Scaffold),0.85,"Clean tox profile. Zwitterionic active metabolite usually exhibits restricted distribution and renal clearance, minimizing off-target risks.",0.6,Pharmacophore is highly validated (ACE inhibitor-like). Efficacy is almost guaranteed if the specific side-chain length is tolerated by the S1 pocket.,0.45,"High technical probability of success due to established class safety, though commercial differentiation from generic standards would be the main failure mode.",0.23
